verification_id,session_id,ai_id,self_assessed_vectors,grounded_vectors,calibration_gaps,grounded_coverage,overall_calibration_score,evidence_count,sources_available,sources_failed,domain,goal_id,created_at
37147bb8-238e-4b43-95af-eec7684b36a3,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,"{""engagement"": 0.85, ""know"": 0.82, ""do"": 0.78, ""context"": 0.85, ""clarity"": 0.8, ""coherence"": 0.82, ""signal"": 0.75, ""density"": 0.7, ""state"": 0.8, ""change"": 0.75, ""completion"": 1.0, ""impact"": 0.75, ""uncertainty"": 0.18}","{""completion"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""know"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.27272727272727276, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": 0.0, ""do"": -0.22, ""signal"": -0.25, ""know"": -0.18, ""uncertainty"": -0.0927, ""context"": -0.15}",0.46153846153846156,0.1488,6,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1769978676.0
a560e5b6-b9f7-4bf6-9a9f-9920dc536866,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,"{""engagement"": 0.92, ""know"": 0.9, ""do"": 0.92, ""context"": 0.88, ""clarity"": 0.85, ""coherence"": 0.88, ""signal"": 0.88, ""density"": 0.4, ""state"": 0.85, ""change"": 0.9, ""completion"": 0.8, ""impact"": 0.92, ""uncertainty"": 0.15}","{""know"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}}","{""know"": 0.4, ""signal"": -0.12, ""uncertainty"": 0.15}",0.23076923076923078,0.2233,4,"[""artifacts""]",[],,,1769979499.0
8c581dc0-a267-4a8c-83d9-353167868634,1327bc20-fd62-496d-960a-0e829bd3971e,claude-code,"{""engagement"": 0.85, ""know"": 0.9, ""do"": 0.85, ""context"": 0.9, ""clarity"": 0.9, ""coherence"": 0.88, ""signal"": 0.85, ""density"": 0.45, ""state"": 0.85, ""change"": 0.7, ""completion"": 0.9, ""impact"": 0.85, ""uncertainty"": 0.1}","{""signal"": {""value"": 0.6111111111111113, ""confidence"": 0.6, ""evidence_count"": 3, ""source"": ""artifacts""}, ""know"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""impact"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""issues""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""signal"": 0.2389, ""know"": -0.1, ""uncertainty"": 0.1, ""impact"": 0.85, ""context"": -0.1}",0.38461538461538464,0.2778,6,"[""artifacts"", ""issues"", ""sentinel""]",[],,,1769980176.0
7f98f65d-6622-4e19-946b-837ccd7a1051,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,"{""engagement"": 0.95, ""know"": 0.85, ""do"": 0.9, ""context"": 0.8, ""clarity"": 0.85, ""coherence"": 0.9, ""signal"": 0.85, ""density"": 0.8, ""state"": 0.85, ""change"": 0.8, ""completion"": 0.9, ""impact"": 0.9, ""uncertainty"": 0.15}","{""know"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}}","{""know"": 0.35, ""signal"": -0.15, ""uncertainty"": 0.15}",0.23076923076923078,0.2167,4,"[""artifacts""]",[],,,1769981211.0
d287368e-d455-4655-85eb-5020ce2caa22,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,"{""engagement"": 0.85, ""know"": 0.8, ""do"": 0.75, ""context"": 0.85, ""clarity"": 0.8, ""coherence"": 0.8, ""signal"": 0.75, ""density"": 0.7, ""state"": 0.8, ""change"": 0.65, ""completion"": 0.9, ""impact"": 0.7, ""uncertainty"": 0.2}","{""completion"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""know"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.18181818181818182, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": -0.1, ""do"": -0.25, ""signal"": -0.25, ""know"": -0.2, ""uncertainty"": 0.0182, ""context"": -0.15}",0.46153846153846156,0.1614,6,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770025088.0
fc5f40ca-11af-4005-ab87-cbc42f869fc6,aa5948d7-eae6-43cb-abb2-b9a4322b1d64,claude-code,"{""engagement"": 0.85, ""know"": 0.82, ""do"": 0.9, ""context"": 0.85, ""clarity"": 0.9, ""coherence"": 0.85, ""signal"": 0.8, ""density"": 0.5, ""state"": 0.8, ""change"": 0.6, ""completion"": 0.85, ""impact"": 0.7, ""uncertainty"": 0.15}","{""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""know"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""signal"": -0.2, ""know"": -0.18, ""uncertainty"": 0.15, ""context"": -0.15}",0.3076923076923077,0.17,4,"[""artifacts"", ""sentinel""]",[],,,1770025128.0
d1c47188-29e6-49d1-b846-d1874c89ac9f,236a6607-8802-495b-8aab-7551c0d7a993,claude-code,"{""engagement"": 0.85, ""know"": 0.9, ""do"": 0.92, ""context"": 0.88, ""clarity"": 0.92, ""coherence"": 0.88, ""signal"": 0.85, ""density"": 0.55, ""state"": 0.85, ""change"": 0.65, ""completion"": 0.9, ""impact"": 0.7, ""uncertainty"": 0.12}","{""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""know"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""signal"": -0.15, ""know"": -0.1, ""uncertainty"": 0.12, ""context"": -0.12}",0.3076923076923077,0.1225,4,"[""artifacts"", ""sentinel""]",[],,,1770028030.0
9b067232-f0eb-4b25-a390-e2d291a63201,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,"{""engagement"": 0.9, ""know"": 0.7, ""do"": 0.6, ""context"": 0.8, ""clarity"": 0.75, ""coherence"": 0.8, ""signal"": 0.7, ""density"": 0.6, ""state"": 0.75, ""change"": 0.5, ""completion"": 0.7, ""impact"": 0.75, ""uncertainty"": 0.3}","{""completion"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""know"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.09090909090909091, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": -0.3, ""do"": -0.4, ""signal"": -0.3, ""know"": -0.3, ""uncertainty"": 0.2091, ""context"": -0.2}",0.46153846153846156,0.2848,6,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770029457.0
62e59030-c3f6-4efc-bf42-e53088c8a020,2acef5ed-a624-4e2e-a020-a3f6aa724ae0,claude-code,"{""engagement"": 0.85, ""know"": 0.7, ""do"": 0.75, ""context"": 0.65, ""clarity"": 0.7, ""coherence"": 0.7, ""signal"": 0.65, ""density"": 0.6, ""state"": 0.7, ""change"": 0.75, ""completion"": 0.8, ""impact"": 0.7, ""uncertainty"": 0.4}","{""completion"": {""value"": 0.36363636363636365, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.36363636363636365, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 0.948051948051948, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.27272727272727276, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": 0.4364, ""do"": 0.3864, ""know"": 0.2, ""signal"": -0.2981, ""uncertainty"": 0.1273, ""context"": 0.15}",0.46153846153846156,0.2664,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770053716.0
462e98ce-5d02-4b4d-9219-f634d286859c,2acef5ed-a624-4e2e-a020-a3f6aa724ae0,claude-code,"{""engagement"": 0.9, ""know"": 0.75, ""do"": 0.8, ""context"": 0.8, ""clarity"": 0.8, ""coherence"": 0.85, ""signal"": 0.75, ""density"": 0.7, ""state"": 0.75, ""change"": 0.7, ""completion"": 0.7, ""impact"": 0.8, ""uncertainty"": 0.25}","{""completion"": {""value"": 0.6363636363636364, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.6363636363636364, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 0.9595959595959596, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.18181818181818182, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.6666666666666666, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": 0.0636, ""do"": 0.1636, ""know"": 0.25, ""signal"": -0.2096, ""uncertainty"": 0.0682, ""context"": 0.1333}",0.46153846153846156,0.148,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770054633.0
5cf8ad6d-0999-407e-bf90-975415a881f9,2acef5ed-a624-4e2e-a020-a3f6aa724ae0,claude-code,"{""engagement"": 0.95, ""know"": 0.85, ""do"": 0.9, ""context"": 0.9, ""clarity"": 0.85, ""coherence"": 0.9, ""signal"": 0.8, ""density"": 0.75, ""state"": 0.85, ""change"": 0.7, ""completion"": 0.9, ""impact"": 0.85, ""uncertainty"": 0.15}","{""completion"": {""value"": 0.631578947368421, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.631578947368421, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 0.9669421487603304, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.18181818181818182, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.6666666666666666, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": 0.2684, ""do"": 0.2684, ""know"": 0.35, ""signal"": -0.1669, ""uncertainty"": -0.0318, ""context"": 0.2333}",0.46153846153846156,0.2198,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770109707.0
64d4273a-135b-46ce-888f-cbfa2d32ca7c,2acef5ed-a624-4e2e-a020-a3f6aa724ae0,claude-code,"{""know"": 0.8, ""do"": 0.8, ""context"": 0.85, ""clarity"": 0.8, ""coherence"": 0.85, ""signal"": 0.75, ""density"": 0.7, ""state"": 0.75, ""change"": 0.7, ""completion"": 0.45, ""impact"": 0.75, ""uncertainty"": 0.25, ""engagement"": 0.85}","{""completion"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.4791666666666667, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 0.9583333333333333, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.11742424242424243, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.7499999999999999, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": -0.05, ""do"": 0.3, ""know"": 0.3208, ""signal"": -0.2083, ""uncertainty"": 0.1326, ""context"": 0.1}",0.46153846153846156,0.1853,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770115675.0
b9670e7b-1bd5-4035-bad8-1991d8ec20a4,2acef5ed-a624-4e2e-a020-a3f6aa724ae0,claude-code,"{""know"": 0.8, ""do"": 0.75, ""context"": 0.85, ""clarity"": 0.8, ""coherence"": 0.85, ""signal"": 0.8, ""density"": 0.75, ""state"": 0.8, ""change"": 0.7, ""completion"": 0.5, ""impact"": 0.8, ""uncertainty"": 0.2, ""engagement"": 0.85}","{""completion"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""do"": {""value"": 0.5, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""goals""}, ""know"": {""value"": 0.5363247863247863, ""confidence"": 0.7, ""evidence_count"": 2, ""source"": ""artifacts""}, ""signal"": {""value"": 0.9615384615384615, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.024475524475524476, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""context"": {""value"": 0.7999999999999999, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""completion"": 0.0, ""do"": 0.25, ""know"": 0.2637, ""signal"": -0.1615, ""uncertainty"": 0.1755, ""context"": 0.05}",0.46153846153846156,0.1501,7,"[""goals"", ""artifacts"", ""sentinel""]",[],,,1770118900.0
07a411f5-fc45-4f49-a462-d5d5847f7e36,cf3e46c9-4c41-4fe4-b88d-58b211dce949,claude-code,"{""engagement"": 0.85, ""know"": 0.85, ""do"": 0.9, ""context"": 0.85, ""clarity"": 0.85, ""coherence"": 0.85, ""signal"": 0.8, ""density"": 0.75, ""state"": 0.8, ""change"": 0.6, ""completion"": 0.7, ""impact"": 0.8, ""uncertainty"": 0.2}","{""signal"": {""value"": 1.0, ""confidence"": 0.55, ""evidence_count"": 2, ""source"": ""artifacts""}, ""know"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""uncertainty"": {""value"": 0.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""artifacts""}, ""context"": {""value"": 1.0, ""confidence"": 0.7, ""evidence_count"": 1, ""source"": ""sentinel""}}","{""signal"": -0.2, ""know"": -0.15, ""uncertainty"": 0.2, ""context"": -0.15}",0.3076923076923077,0.175,4,"[""artifacts"", ""sentinel""]",[],,,1770119345.0
