id,goal_id,description,status,epistemic_importance,estimated_tokens,actual_tokens,completion_evidence,notes,created_timestamp,completed_timestamp,subtask_data
9e8e94a5-9077-4fde-ac6e-8e6e86982c3e,84b45de9-e0d6-4c3f-90d9-2b48268de33b,Compare CLI commands (60+) vs MCP tools (29),completed,high,,,"CLI has 55 commands, MCP has 29 tools. MCP is subset focused on workflow tracking, CLI includes utilities and configuration.",,1764599185.5362818,1764599231.8422441,"{""id"": ""9e8e94a5-9077-4fde-ac6e-8e6e86982c3e"", ""goal_id"": ""84b45de9-e0d6-4c3f-90d9-2b48268de33b"", ""description"": ""Compare CLI commands (60+) vs MCP tools (29)"", ""status"": ""completed"", ""epistemic_importance"": ""high"", ""dependencies"": [], ""estimated_tokens"": null, ""actual_tokens"": null, ""completion_evidence"": ""CLI has 55 commands, MCP has 29 tools. MCP is subset focused on workflow tracking, CLI includes utilities and configuration."", ""notes"": """", ""created_timestamp"": 1764599185.5362818, ""completed_timestamp"": 1764599231.8422441}"
991960b0-5430-49fd-9604-7ca7641f167b,3a861c36-b000-4101-9a02-d5084361b801,Add AssessmentType enum to epistemic_assessment.py with PRE/CHECK/POST values and docstring,completed,high,200,,Added AssessmentType enum to epistemic_assessment.py at line 22-36 with PRE/CHECK/POST values and comprehensive docstring explaining explicit assessment checkpoints vs implicit workflow guidance.,,1764761947.481895,1764761976.0294452,"{""id"": ""991960b0-5430-49fd-9604-7ca7641f167b"", ""goal_id"": ""3a861c36-b000-4101-9a02-d5084361b801"", ""description"": ""Add AssessmentType enum to epistemic_assessment.py with PRE/CHECK/POST values and docstring"", ""status"": ""completed"", ""epistemic_importance"": ""high"", ""dependencies"": [], ""estimated_tokens"": 200, ""actual_tokens"": null, ""completion_evidence"": ""Added AssessmentType enum to epistemic_assessment.py at line 22-36 with PRE/CHECK/POST values and comprehensive docstring explaining explicit assessment checkpoints vs implicit workflow guidance."", ""notes"": """", ""created_timestamp"": 1764761947.481895, ""completed_timestamp"": 1764761976.0294452}"
ee7e5e7f-fa59-43b4-b980-e647df6c60e3,3a861c36-b000-4101-9a02-d5084361b801,Add deprecation warning to CascadePhase enum in epistemic_assessment.py,completed,high,150,,"Added deprecation warning to CascadePhase enum with __init__ method at lines 39-67. Warning directs users to AssessmentType and provides migration guidance (PREFLIGHT→PRE, CHECK→CHECK, POSTFLIGHT→POST).",,1764761947.5187957,1764761976.0475118,"{""id"": ""ee7e5e7f-fa59-43b4-b980-e647df6c60e3"", ""goal_id"": ""3a861c36-b000-4101-9a02-d5084361b801"", ""description"": ""Add deprecation warning to CascadePhase enum in epistemic_assessment.py"", ""status"": ""completed"", ""epistemic_importance"": ""high"", ""dependencies"": [], ""estimated_tokens"": 150, ""actual_tokens"": null, ""completion_evidence"": ""Added deprecation warning to CascadePhase enum with __init__ method at lines 39-67. Warning directs users to AssessmentType and provides migration guidance (PREFLIGHT\u2192PRE, CHECK\u2192CHECK, POSTFLIGHT\u2192POST)."", ""notes"": """", ""created_timestamp"": 1764761947.5187957, ""completed_timestamp"": 1764761976.0475118}"
1ce69c37-7ae6-431e-a2cb-44723980878b,3a861c36-b000-4101-9a02-d5084361b801,Add current_assessment field to CanonicalCascadeState in metacognitive_cascade.py while keeping current_phase,completed,high,200,,Added current_assessment field (Optional[AssessmentType]) and work_context field (Optional[str]) to CanonicalCascadeState at lines 131-133. Kept current_phase field with deprecation comment. Imported AssessmentType at line 47.,,1764761947.5406883,1764762077.9065015,"{""id"": ""1ce69c37-7ae6-431e-a2cb-44723980878b"", ""goal_id"": ""3a861c36-b000-4101-9a02-d5084361b801"", ""description"": ""Add current_assessment field to CanonicalCascadeState in metacognitive_cascade.py while keeping current_phase"", ""status"": ""completed"", ""epistemic_importance"": ""high"", ""dependencies"": [], ""estimated_tokens"": 200, ""actual_tokens"": null, ""completion_evidence"": ""Added current_assessment field (Optional[AssessmentType]) and work_context field (Optional[str]) to CanonicalCascadeState at lines 131-133. Kept current_phase field with deprecation comment. Imported AssessmentType at line 47."", ""notes"": """", ""created_timestamp"": 1764761947.5406883, ""completed_timestamp"": 1764762077.9065015}"
4ddf5468-1498-4558-82a2-717cdcbbdfe6,3a861c36-b000-4101-9a02-d5084361b801,Add deprecation warning to CascadePhase enum in metacognitive_cascade.py,completed,high,150,,Added deprecation docstring to CascadePhase enum in metacognitive_cascade.py at lines 90-102. Docstring explains migration to AssessmentType and that workflow phases should not be tracked as states.,,1764761947.5670416,1764762077.8908372,"{""id"": ""4ddf5468-1498-4558-82a2-717cdcbbdfe6"", ""goal_id"": ""3a861c36-b000-4101-9a02-d5084361b801"", ""description"": ""Add deprecation warning to CascadePhase enum in metacognitive_cascade.py"", ""status"": ""completed"", ""epistemic_importance"": ""high"", ""dependencies"": [], ""estimated_tokens"": 150, ""actual_tokens"": null, ""completion_evidence"": ""Added deprecation docstring to CascadePhase enum in metacognitive_cascade.py at lines 90-102. Docstring explains migration to AssessmentType and that workflow phases should not be tracked as states."", ""notes"": """", ""created_timestamp"": 1764761947.5670416, ""completed_timestamp"": 1764762077.8908372}"
72ea9570-dea7-43df-ba3c-6ef594c2f189,3a861c36-b000-4101-9a02-d5084361b801,Run unit/cascade tests to verify backward compatibility - all tests should still pass,completed,high,100,,"Ran pytest unit/cascade/ - Results: 40 passed, 12 skipped, 6 deprecation warnings (expected). All tests maintain backward compatibility. CascadePhase still works but emits DeprecationWarning as intended.",,1764761947.5942411,1764762095.8071253,"{""id"": ""72ea9570-dea7-43df-ba3c-6ef594c2f189"", ""goal_id"": ""3a861c36-b000-4101-9a02-d5084361b801"", ""description"": ""Run unit/cascade tests to verify backward compatibility - all tests should still pass"", ""status"": ""completed"", ""epistemic_importance"": ""high"", ""dependencies"": [], ""estimated_tokens"": 100, ""actual_tokens"": null, ""completion_evidence"": ""Ran pytest unit/cascade/ - Results: 40 passed, 12 skipped, 6 deprecation warnings (expected). All tests maintain backward compatibility. CascadePhase still works but emits DeprecationWarning as intended."", ""notes"": """", ""created_timestamp"": 1764761947.5942411, ""completed_timestamp"": 1764762095.8071253}"
bf709586-acb3-4aa6-9ece-8d658230d2fc,09c478a1-3154-454f-92fe-aa2c4f956a02,"Phase 0: Convert requirements.txt → pyproject.toml, test with uv locally, publish to TestPyPI",complete,critical,2000,,,,1764762652.1125124,1766236460.0047534,"{""id"": ""bf709586-acb3-4aa6-9ece-8d658230d2fc"", ""goal_id"": ""09c478a1-3154-454f-92fe-aa2c4f956a02"", ""description"": ""Phase 0: Convert requirements.txt \u2192 pyproject.toml, test with uv locally, publish to TestPyPI"", ""status"": ""pending"", ""epistemic_importance"": ""critical"", ""dependencies"": [], ""estimated_tokens"": 2000, ""actual_tokens"": null, ""completion_evidence"": null, ""notes"": """", ""created_timestamp"": 1764762652.1125124, ""completed_timestamp"": null}"
dcc09f93-5f68-4aab-aef2-1240ed12ce3f,09c478a1-3154-454f-92fe-aa2c4f956a02,"Phase 1: Publish to real PyPI, create Homebrew tap, submit to Chocolatey, set up GitHub Actions auto-publishing",complete,critical,3000,,,,1764762654.9041088,1766236460.0047534,"{""id"": ""dcc09f93-5f68-4aab-aef2-1240ed12ce3f"", ""goal_id"": ""09c478a1-3154-454f-92fe-aa2c4f956a02"", ""description"": ""Phase 1: Publish to real PyPI, create Homebrew tap, submit to Chocolatey, set up GitHub Actions auto-publishing"", ""status"": ""pending"", ""epistemic_importance"": ""critical"", ""dependencies"": [""bf709586-acb3-4aa6-9ece-8d658230d2fc""], ""estimated_tokens"": 3000, ""actual_tokens"": null, ""completion_evidence"": null, ""notes"": """", ""created_timestamp"": 1764762654.9041088, ""completed_timestamp"": null}"
3691b136-a3cc-46ab-a9bc-8a82f10e1c3f,09c478a1-3154-454f-92fe-aa2c4f956a02,"Phase 2: Create provider-agnostic system prompts (Universal, Claude-optimized, GPT-5-optimized, Gemini-optimized)",complete,high,2500,,,,1764762658.6836133,1766236460.0047534,"{""id"": ""3691b136-a3cc-46ab-a9bc-8a82f10e1c3f"", ""goal_id"": ""09c478a1-3154-454f-92fe-aa2c4f956a02"", ""description"": ""Phase 2: Create provider-agnostic system prompts (Universal, Claude-optimized, GPT-5-optimized, Gemini-optimized)"", ""status"": ""pending"", ""epistemic_importance"": ""high"", ""dependencies"": [""dcc09f93-5f68-4aab-aef2-1240ed12ce3f""], ""estimated_tokens"": 2500, ""actual_tokens"": null, ""completion_evidence"": null, ""notes"": """", ""created_timestamp"": 1764762658.6836133, ""completed_timestamp"": null}"
a62c5e3a-2087-4236-88cb-d6dce3ff826a,09c478a1-3154-454f-92fe-aa2c4f956a02,"Phase 3: Create Docker image, publish to Docker Hub, create compose templates",complete,medium,1500,,,,1764762663.1550202,1766236460.0047534,"{""id"": ""a62c5e3a-2087-4236-88cb-d6dce3ff826a"", ""goal_id"": ""09c478a1-3154-454f-92fe-aa2c4f956a02"", ""description"": ""Phase 3: Create Docker image, publish to Docker Hub, create compose templates"", ""status"": ""pending"", ""epistemic_importance"": ""medium"", ""dependencies"": [""dcc09f93-5f68-4aab-aef2-1240ed12ce3f""], ""estimated_tokens"": 1500, ""actual_tokens"": null, ""completion_evidence"": null, ""notes"": """", ""created_timestamp"": 1764762663.1550202, ""completed_timestamp"": null}"
920da5ff-faaf-438c-8f5e-22d81a78c941,09c478a1-3154-454f-92fe-aa2c4f956a02,"Phase 4: Create Claude Skill, ChatGPT Custom GPT template, Gemini Workspace docs, Ollama integration guide",complete,high,2000,,,,1764762666.1395862,1766236460.0047534,"{""id"": ""920da5ff-faaf-438c-8f5e-22d81a78c941"", ""goal_id"": ""09c478a1-3154-454f-92fe-aa2c4f956a02"", ""description"": ""Phase 4: Create Claude Skill, ChatGPT Custom GPT template, Gemini Workspace docs, Ollama integration guide"", ""status"": ""pending"", ""epistemic_importance"": ""high"", ""dependencies"": [""3691b136-a3cc-46ab-a9bc-8a82f10e1c3f""], ""estimated_tokens"": 2000, ""actual_tokens"": null, ""completion_evidence"": null, ""notes"": """", ""created_timestamp"": 1764762666.1395862, ""completed_timestamp"": null}"
c029b18c-7a5d-40de-b7d8-a900639a208f,09c478a1-3154-454f-92fe-aa2c4f956a02,"Phase 5: Cross-platform testing (Windows, macOS, Linux), provider testing (Claude, GPT-5, Gemini, local), documentation completion, confidence validation",complete,critical,2500,,,,1764762670.070398,1766236460.0047534,"{""id"": ""c029b18c-7a5d-40de-b7d8-a900639a208f"", ""goal_id"": ""09c478a1-3154-454f-92fe-aa2c4f956a02"", ""description"": ""Phase 5: Cross-platform testing (Windows, macOS, Linux), provider testing (Claude, GPT-5, Gemini, local), documentation completion, confidence validation"", ""status"": ""pending"", ""epistemic_importance"": ""critical"", ""dependencies"": [""dcc09f93-5f68-4aab-aef2-1240ed12ce3f"", ""3691b136-a3cc-46ab-a9bc-8a82f10e1c3f"", ""920da5ff-faaf-438c-8f5e-22d81a78c941""], ""estimated_tokens"": 2500, ""actual_tokens"": null, ""completion_evidence"": null, ""notes"": """", ""created_timestamp"": 1764762670.070398, ""completed_timestamp"": null}"
2eb1f854-48a5-460b-a8fa-1521705c9b94,81c6fbb6-1fce-402b-8e09-ee4e72e70564,Remove __init__ deprecation method from CascadePhase in epistemic_assessment.py,completed,high,100,,Removed __init__ method from CascadePhase in epistemic_assessment.py (lines 59-67 deleted). Removed warnings import. Added note about Phase 2 usage-site warnings. Docstring deprecation notice retained.,,1764763371.1797733,1764763381.3328426,"{""id"": ""2eb1f854-48a5-460b-a8fa-1521705c9b94"", ""goal_id"": ""81c6fbb6-1fce-402b-8e09-ee4e72e70564"", ""description"": ""Remove __init__ deprecation method from CascadePhase in epistemic_assessment.py"", ""status"": ""completed"", ""epistemic_importance"": ""high"", ""dependencies"": [], ""estimated_tokens"": 100, ""actual_tokens"": null, ""completion_evidence"": ""Removed __init__ method from CascadePhase in epistemic_assessment.py (lines 59-67 deleted). Removed warnings import. Added note about Phase 2 usage-site warnings. Docstring deprecation notice retained."", ""notes"": """", ""created_timestamp"": 1764763371.1797733, ""completed_timestamp"": 1764763381.3328426}"
072f74ff-cfa7-4736-befa-d296fe0df76a,81c6fbb6-1fce-402b-8e09-ee4e72e70564,Run all cascade tests to verify backward compatibility,completed,high,50,,"All cascade tests passing: 40 passed, 12 skipped in 0.22s. Zero test failures. Backward compatibility fully maintained. Both CascadePhase and AssessmentType work correctly.",,1764763371.2138498,1764763381.3931623,"{""id"": ""072f74ff-cfa7-4736-befa-d296fe0df76a"", ""goal_id"": ""81c6fbb6-1fce-402b-8e09-ee4e72e70564"", ""description"": ""Run all cascade tests to verify backward compatibility"", ""status"": ""completed"", ""epistemic_importance"": ""high"", ""dependencies"": [], ""estimated_tokens"": 50, ""actual_tokens"": null, ""completion_evidence"": ""All cascade tests passing: 40 passed, 12 skipped in 0.22s. Zero test failures. Backward compatibility fully maintained. Both CascadePhase and AssessmentType work correctly."", ""notes"": """", ""created_timestamp"": 1764763371.2138498, ""completed_timestamp"": 1764763381.3931623}"
ea88c67c-98ef-4e46-a28e-93e30973310d,81c6fbb6-1fce-402b-8e09-ee4e72e70564,Remove __init__ deprecation method from CascadePhase in metacognitive_cascade.py,completed,high,100,,Removed __init__ method from CascadePhase in metacognitive_cascade.py. Added note about Phase 2 usage-site warnings. Docstring deprecation notice retained with migration guidance.,,1764763371.2138717,1764763381.4216244,"{""id"": ""ea88c67c-98ef-4e46-a28e-93e30973310d"", ""goal_id"": ""81c6fbb6-1fce-402b-8e09-ee4e72e70564"", ""description"": ""Remove __init__ deprecation method from CascadePhase in metacognitive_cascade.py"", ""status"": ""completed"", ""epistemic_importance"": ""high"", ""dependencies"": [], ""estimated_tokens"": 100, ""actual_tokens"": null, ""completion_evidence"": ""Removed __init__ method from CascadePhase in metacognitive_cascade.py. Added note about Phase 2 usage-site warnings. Docstring deprecation notice retained with migration guidance."", ""notes"": """", ""created_timestamp"": 1764763371.2138717, ""completed_timestamp"": 1764763381.4216244}"
7a4278bd-45d2-4854-bf1a-16b3227ad6fc,81c6fbb6-1fce-402b-8e09-ee4e72e70564,Verify zero warnings on import with strict warning mode,completed,high,50,,Verified with warnings.simplefilter('always'): Total warnings during import: 0. SUCCESS: Zero warnings! Tested both epistemic_assessment.py and metacognitive_cascade.py imports.,,1764763371.2681096,1764763381.3590152,"{""id"": ""7a4278bd-45d2-4854-bf1a-16b3227ad6fc"", ""goal_id"": ""81c6fbb6-1fce-402b-8e09-ee4e72e70564"", ""description"": ""Verify zero warnings on import with strict warning mode"", ""status"": ""completed"", ""epistemic_importance"": ""high"", ""dependencies"": [], ""estimated_tokens"": 50, ""actual_tokens"": null, ""completion_evidence"": ""Verified with warnings.simplefilter('always'): Total warnings during import: 0. SUCCESS: Zero warnings! Tested both epistemic_assessment.py and metacognitive_cascade.py imports."", ""notes"": """", ""created_timestamp"": 1764763371.2681096, ""completed_timestamp"": 1764763381.3590152}"
